SIST_CRIA;NIV_TERR;COD_TERR;NOM_TERR;CL_GAL;NOM_CL_GAL;E_CRIA_GAL;E_TEM_GAL;E_GAL_VEND;E_OVOS_PROD;E_OVOS_VEND;E_SUBS;E_COMERC;E_RECEBE_ORI;E_ORI_GOV;E_ORI_PROPRIA;E_ORI_COOP;E_ORI_EMP_INT;E_ORI_EMP_PRIV;E_ORI_ONG;E_ORI_SIST_S;E_ORI_OUTRA;E_GAL_ENG;E_GAL_GALOS;E_GAL_POED;E_GAL_MATR;E_ASSOC_COOP;E_FINANC;E_FINANC_COOP;E_FINANC_INTEG;E_DAP;E_AGRIFAM;E_N_AGRIFAM;E_PRODUTOR;E_COOPERATIVA;E_SA_LDTA;E_CNPJ;GAL_TOTAL;GAL_ENG;GAL_GALOS;GAL_POED;GAL_MATR;GAL_VEND;V_GAL_VEND;Q_DZ_PROD;Q_DZ_VEND;V_Q_DZ_PROD;V_Q_DZ_VEND;A_TOTAL;A_PAST_PLANT;A_LAV_PERM;A_LAV_TEMP;A_APPRL;VTP_AGRO;RECT_AGRO;N_TRAB_TOTAL;N_TRAB_LACOS
2-SIST_POI;UF;17;Tocantins;4;De 501 a 1.000;28;28;25;20;10;4;24;12;10;1;;;;;;1;26;27;17;28;2;6;;;6;19;9;22;;;1;19.557;10.940;877;2.970;4.770;14.440;379.150;24.205;15.092;210.163;132.260;9.960;2.349;22;49;536;1.885.034;1.574.280;84;61
2-SIST_POI;UF;17;Tocantins;5;De 1.001 a 5.000;14;14;11;9;8;2;12;4;3;1;;;;;;;14;12;9;14;;5;;;3;8;6;14;;;;20.498;12.600;544;2.595;4.759;9.370;312.550;42.190;31.468;331.136;243.330;30.461;19.264;4;10;5.452;23.757.516;23.299.220;207;162
2-SIST_POI;UF;17;Tocantins;10;Total;339;339;259;279;153;94;245;108;65;33;5;3;1;;5;7;332;326;263;339;7;68;1;;85;231;108;245;;;2;132.577;76.515;4.418;22.672;28.972;81.844;2.293.725;219.049;119.439;1.785.535;960.227;129.936;60.593;194;3.398;31.011;64.763.253;60.490.446;1.981;1.536
2-SIST_POI;UF;21;Maranhao;3;De 201 a 500;347;347;243;297;129;102;245;62;27;30;2;2;;;;5;339;341;282;347;11;50;;;88;239;108;250;;1;4;107.725;64.137;4.373;17.504;21.711;50.904;1.210.774;162.507;63.246;1.234.224;451.032;55.434;23.780;143;3.239;12.429;41.956.947;34.237.904;1.825;875
2-SIST_POI;UF;21;Maranhao;4;De 501 a 1.000;20;20;15;12;3;12;8;2;;2;;;;;;;20;20;13;20;;1;;;3;11;9;14;;;;X;10.136;X;1.223;3.253;15.590;382.580;X;4.196;X;25.768;909;444;12;60;147;X;932.918;150;91
2-SIST_POI;UF;21;Maranhao;5;De 1.001 a 5.000;10;10;8;8;3;2;8;3;1;2;;;;;;;10;9;8;10;1;;;;3;5;5;7;;;1;15.700;9.498;1.699;2.180;X;X;X;23.860;X;195.480;X;X;169;4;72;X;1.069.311;X;X;48
2-SIST_POI;UF;21;Maranhao;9;De 100.001 e mais;1;1;1;1;1;;1;1;;1;;;;;;;;1;;1;;;;;;;1;;;1;1;X;;X;;X;X;X;X;X;X;X;X;;;;X;X;X;X;
2-SIST_POI;UF;21;Maranhao;10;Total;378;378;267;318;136;116;262;68;28;35;2;2;;;;5;369;371;303;378;12;51;;;94;255;123;271;;2;6;421.302;83.771;119.861;20.907;196.763;226.908;2.428.104;4.397.003;3.267.812;41.827.832;31.199.760;58.072;24.392;160;3.370;13.048;85.009.490;66.871.066;2.187;1.014
2-SIST_POI;UF;22;Piaui;3;De 201 a 500;208;208;161;192;92;122;86;33;11;21;;2;;;;3;204;203;180;208;3;47;2;;99;143;65;134;;;2;64.042;36.573;2.888;12.387;12.194;39.139;842.830;93.758;36.124;670.213;239.092;25.784;4.271;306;2.776;4.417;17.902.114;15.717.870;870;535
2-SIST_POI;UF;22;Piaui;4;De 501 a 1.000;29;29;27;24;14;13;16;9;4;5;1;;;;;;29;27;24;29;1;5;;;12;21;8;17;;;1;X;X;1.498;X;X;29.560;541.150;31.929;11.467;204.257;78.856;2.270;342;164;151;115;2.038.837;1.692.891;129;67
2-SIST_POI;UF;22;Piaui;5;De 1.001 a 5.000;11;11;11;9;3;2;9;4;;4;;;;;;;11;11;8;11;;1;;;6;7;4;6;;;;22.500;13.723;X;3.223;4.978;X;X;X;X;X;X;X;X;9;X;X;X;X;X;X
2-SIST_POI;UF;22;Piaui;6;De 5.001 a 10.000;1;1;1;1;1;;1;1;;1;;;;;;;1;1;1;1;;;;;;1;;1;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X
2-SIST_POI;UF;22;Piaui;10;Total;249;249;200;226;110;137;112;47;15;31;1;2;;;;3;245;242;213;249;4;53;2;;117;172;77;158;;;3;113.054;68.778;4.964;18.381;20.931;95.555;1.964.410;129.903;48.951;901.506;324.997;28.579;4.638;479;2.958;4.581;21.428.686;18.770.864;1.068;627
2-SIST_POI;UF;23;Ceara;3;De 201 a 500;71;71;48;68;47;42;29;18;11;6;1;;;1;2;;66;67;62;71;4;17;1;;50;61;10;44;;;1;21.459;11.333;1.164;3.432;5.530;12.680;284.040;60.953;49.021;386.525;310.819;2.595;127;152;264;120;3.349.994;2.377.199;280;184
2-SIST_POI;UF;23;Ceara;4;De 501 a 1.000;6;6;4;5;1;2;4;1;1;;;;;;;;6;5;5;6;;1;;;3;5;1;4;;;;3.931;X;70;331;676;1.940;10.160;1.606;X;9.568;X;29;2;7;13;2;110.901;81.650;17;15
2-SIST_POI;UF;23;Ceara;5;De 1.001 a 5.000;3;3;3;3;3;;3;;;;;;;;;;2;2;3;3;;;;;2;2;1;2;;;;6.250;X;X;3.350;2.100;2.295;47.570;39.462;X;191.148;X;313;;25;15;100;343.158;305.390;12;7
2-SIST_POI;UF;23;Ceara;7;De 10.001 a 50.000;1;1;1;1;;;1;1;1;1;;;;;;;;1;;1;;;;;;;1;;;1;1;X;;X;;X;X;X;X;;X;;X;;;;;X;X;X;
2-SIST_POI;UF;23;Ceara;9;De 100.001 e mais;1;1;1;1;;;1;1;;1;;;;;;;;1;;1;;;;;;;1;;;1;1;X;;X;;X;X;X;X;;X;;X;;;;;X;X;X;
2-SIST_POI;UF;23;Ceara;10;Total;82;82;57;78;51;44;38;21;13;8;1;;;1;2;;74;76;70;82;4;18;1;;55;68;14;50;;2;3;171.640;14.887;15.334;7.113;134.306;132.915;1.341.770;4.125.354;86.741;24.727.239;492.139;3.337;129;184;292;222;28.944.050;3.764.239;422;206
2-SIST_POI;UF;24;Rio Grande do Norte;3;De 201 a 500;85;85;65;73;55;33;52;24;11;8;2;;1;;1;2;82;80;75;85;1;14;;;48;61;24;70;;;2;27.420;14.203;1.868;5.663;5.686;17.269;407.120;68.013;X;517.303;X;9.472;121;126;278;599;6.272.591;5.243.005;349;227
2-SIST_POI;UF;24;Rio Grande do Norte;4;De 501 a 1.000;7;7;7;6;6;1;6;5;1;4;;;;;;;7;5;4;7;;4;;;2;3;4;6;;;;4.390;X;430;X;1.440;3.400;78.800;42.857;42.553;305.112;303.288;894;;;X;207;1.185.748;1.078.427;36;13
2-SIST_POI;UF;24;Rio Grande do Norte;5;De 1.001 a 5.000;2;2;2;1;1;;2;1;1;;;;;;;;2;2;1;2;;;;;1;1;1;2;;;;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;X;X;X;X
2-SIST_POI;UF;24;Rio Grande do Norte;7;De 10.001 a 50.000;1;1;1;1;;;1;1;;1;;;;;;;;1;;1;;1;;;;;1;1;;;;X;;X;;X;X;X;X;;X;;X;;;;;X;X;X;X
2-SIST_POI;UF;24;Rio Grande do Norte;10;Total;95;95;75;81;62;34;61;31;13;13;2;;1;;1;2;91;88;80;95;1;19;;;51;65;30;79;;;2;77.010;20.163;8.502;6.373;41.972;74.469;1.227.520;1.162.695;81.205;9.653.365;594.448;10.811;121;126;329;806;17.065.448;7.089.321;409;244
2-SIST_POI;UF;25;Paraiba;3;De 201 a 500;92;92;66;78;54;40;52;36;22;11;1;;;;;4;85;82;79;92;6;28;1;;51;64;28;71;;;2;30.575;15.249;1.864;6.414;7.048;30.488;463.765;83.050;62.961;565.476;434.624;4.223;203;36;364;371;4.257.237;3.442.890;412;262
2-SIST_POI;UF;25;Paraiba;4;De 501 a 1.000;22;22;17;19;12;4;18;12;7;4;2;;;;;1;15;16;15;22;2;8;;;11;12;10;17;;;;15.830;5.662;1.122;4.305;4.741;32.231;434.995;25.408;20.319;137.072;102.171;2.781;139;30;117;36;2.137.739;1.837.040;109;51
2-SIST_POI;UF;25;Paraiba;5;De 1.001 a 5.000;10;10;8;7;4;4;6;5;4;1;;;;;;;8;7;5;10;1;2;;;5;9;1;8;;;;21.850;13.113;1.678;182;6.877;25.400;542.700;17.956;17.220;58.242;53.320;228;5;1;24;35;773.701;735.902;42;31
2-SIST_POI;UF;25;Paraiba;6;De 5.001 a 10.000;4;4;4;4;;;4;4;4;;;2;;;;;4;1;1;4;1;;;;4;2;2;;;;;27.110;27.000;X;X;98;124.500;181.875;587;;4.767;;358;X;;16;50;275.655;257.715;20;X
2-SIST_POI;UF;25;Paraiba;7;De 10.001 a 50.000;6;6;6;5;1;1;5;5;1;3;;3;;;;;6;2;1;6;2;;;;1;4;2;5;;1;2;134.255;119.074;X;X;15.145;519.300;1.372.900;378.236;X;1.515.504;X;746;26;53;81;X;3.541.846;3.467.850;49;X
2-SIST_POI;UF;25;Paraiba;8;De 50.001 a 100.000;2;2;2;2;;;2;2;;1;;;1;;;;;1;;2;;;;;;;2;2;;;;X;;X;;X;X;X;X;;X;;X;X;;;X;X;X;X;X
2-SIST_POI;UF;25;Paraiba;9;De 100.001 e mais;1;1;1;1;1;;1;1;;1;;;;;;;;;1;1;;;;;;;1;;;1;1;X;;;X;X;X;X;X;X;X;X;X;;;;;X;X;X;
2-SIST_POI;UF;25;Paraiba;10;Total;137;137;104;116;72;49;88;65;38;21;3;5;1;;;5;118;109;102;137;12;38;1;;72;91;46;103;;2;5;519.751;180.098;13.637;106.941;219.075;901.919;3.497.235;4.781.048;2.398.175;16.207.550;9.780.815;9.042;742;120;600;634;25.840.666;18.347.997;828;373
2-SIST_POI;UF;26;Pernambuco;3;De 201 a 500;83;83;67;70;52;21;62;19;8;10;;;;;1;1;77;76;67;83;1;13;;;25;58;25;68;;1;2;26.313;12.703;2.083;4.898;6.629;24.420;418.170;53.135;38.314;365.119;255.618;2.089;120;125;581;199;3.220.271;2.536.609;292;193
2-SIST_POI;UF;26;Pernambuco;4;De 501 a 1.000;12;12;10;8;6;3;9;3;2;;;;;;;1;10;7;7;12;1;5;;;5;10;2;10;;;;X;3.510;X;X;4.607;110.780;1.853.525;X;X;X;X;309;2;14;41;;2.407.285;2.380.911;50;38
2-SIST_POI;UF;26;Pernambuco;5;De 1.001 a 5.000;8;8;6;5;5;2;6;1;;1;;;;;;;8;7;5;8;;2;;;2;6;2;6;;;;15.420;7.000;1.830;4.470;X;61.160;244.880;38.600;37.400;292.550;286.610;173;24;8;6;5;822.501;749.490;38;22
2-SIST_POI;UF;26;Pernambuco;6;De 5.001 a 10.000;4;4;3;;;;4;3;;3;;;;;;;1;;;4;;1;;;1;1;3;4;;;;34.257;X;;;26.657;81.718;39.452;;;;;X;;2;2;;X;X;X;6
2-SIST_POI;UF;26;Pernambuco;7;De 10.001 a 50.000;20;20;11;9;5;2;18;14;;11;1;1;;;;1;7;9;5;20;;1;;;5;6;14;16;;1;2;452.155;134.073;38.053;19.030;260.999;546.402;3.168.835;913.314;847.281;3.864.465;3.634.522;458;48;32;10;X;7.580.177;7.277.400;164;29
2-SIST_POI;UF;26;Pernambuco;8;De 50.001 a 100.000;2;2;1;1;1;;2;2;;1;;;1;;;1;;1;;2;;2;;;;;2;1;;1;2;X;;X;;X;X;X;X;X;X;X;X;;;;X;X;X;X;X
2-SIST_POI;UF;26;Pernambuco;9;De 100.001 e mais;3;3;2;3;3;;3;3;;3;;;;;;1;2;3;1;3;;;;;;;3;1;;2;2;1.880.354;X;36.587;X;312.135;X;X;9.245.305;7.544.883;32.729.486;20.926.954;722;400;;;60;41.821.338;30.018.806;317;X
2-SIST_POI;UF;26;Pernambuco;10;Total;132;132;100;96;72;28;104;45;10;29;1;1;1;;1;5;105;103;85;132;2;24;;;38;81;51;106;;5;8;2.542.129;1.311.931;87.889;413.708;728.601;10.919.423;15.481.514;10.304.696;8.521.828;37.500.498;25.350.415;4.078;592;181;640;505;56.632.814;43.737.468;1.095;290
2-SIST_POI;UF;27;Alagoas;3;De 201 a 500;31;31;19;22;8;11;20;4;1;3;1;;;;1;;26;29;26;31;5;8;1;;13;20;11;21;2;;1;9.864;4.479;432;2.148;2.805;5.919;114.268;9.224;X;54.129;X;533;83;50;68;46;2.007.609;1.611.716;172;79
2-SIST_POI;UF;27;Alagoas;4;De 501 a 1.000;6;6;4;3;2;;6;2;;1;1;;;;;;4;5;4;6;1;2;;;3;3;3;3;1;;;4.560;1.550;562;928;1.520;225.300;2.227.640;16.240;X;97.440;X;507;1;125;301;;3.168.050;3.085.717;108;14
2-SIST_POI;UF;27;Alagoas;10;Total;37;37;23;25;10;11;26;6;1;4;2;;;;1;;30;34;30;37;6;10;1;;16;23;14;24;3;;1;14.424;6.029;994;3.076;4.325;231.219;2.341.908;25.464;13.640;151.569;78.810;1.040;84;175;368;46;5.175.659;4.697.433;280;93
2-SIST_POI;UF;28;Sergipe;3;De 201 a 500;36;36;27;25;16;2;34;7;4;3;;;1;;1;;34;33;27;36;1;5;;;10;23;13;27;1;;2;12.398;6.415;986;2.195;2.802;8.388;179.169;18.295;10.518;92.627;55.584;1.112;457;39;184;185;2.579.446;1.866.987;239;163
2-SIST_POI;UF;28;Sergipe;4;De 501 a 1.000;5;5;5;3;2;1;4;1;1;;;;;;;;4;5;1;5;;;;;3;5;;3;;;2;X;1.950;1.001;X;X;X;X;X;X;X;X;858;80;18;202;50;1.507.038;X;74;67
2-SIST_POI;UF;28;Sergipe;5;De 1.001 a 5.000;8;8;7;6;6;;8;2;1;1;;;;;;;8;3;6;8;2;1;;;3;7;1;7;;;;20.120;14.078;7;2.540;3.495;43.900;656.600;29.918;29.241;142.212;137.838;X;X;3;X;X;X;963.373;X;17
2-SIST_POI;UF;28;Sergipe;7;De 10.001 a 50.000;3;3;2;3;3;;3;2;;1;;1;;;;;1;;2;3;;;;;1;1;2;2;;;;94.500;X;;X;56.000;X;X;1.079.347;1.079.347;3.151.829;3.151.829;559;200;;300;52;3.225.729;3.225.729;27;X
2-SIST_POI;UF;28;Sergipe;8;De 50.001 a 100.000;1;1;;1;1;;1;1;;1;;;;;;;1;;;1;;;;;;;1;1;;;;X;X;;;X;;;X;X;X;X;X;X;;X;X;X;X;X;X
2-SIST_POI;UF;28;Sergipe;10;Total;53;53;41;38;28;3;50;13;6;6;;1;1;;1;;48;41;36;53;3;6;;;17;36;17;40;1;;4;213.059;89.443;1.994;38.435;83.187;69.488;963.869;1.139.454;1.130.610;3.437.114;3.393.367;2.796;905;60;716;333;8.545.830;7.062.700;637;253
2-SIST_POI;UF;29;Bahia;3;De 201 a 500;375;375;281;341;260;87;288;65;15;30;5;1;3;1;1;11;353;352;334;375;20;69;6;;132;255;120;254;1;2;5;119.083;58.415;7.639;29.221;23.808;99.245;1.808.916;360.549;247.643;2.062.654;1.392.352;159.902;12.029;597;6.797;34.593;42.633.199;39.201.099;1.682;837
2-SIST_POI;UF;29;Bahia;4;De 501 a 1.000;49;49;40;47;38;16;33;11;1;8;;;;;;2;44;45;44;49;3;9;;;23;33;16;32;;;1;36.870;15.881;3.404;10.236;7.349;X;X;X;X;X;X;2.686;1.276;46;93;223;5.211.151;4.819.165;191;103
2-SIST_POI;UF;29;Bahia;5;De 1.001 a 5.000;22;22;19;18;17;1;21;7;3;4;;1;;;;1;21;20;16;22;;5;2;;5;15;7;15;;;2;44.340;24.840;X;10.863;6.271;108.080;862.040;266.850;264.925;1.326.372;1.314.297;3.341;444;209;190;722;X;X;232;171
2-SIST_POI;UF;29;Bahia;6;De 5.001 a 10.000;1;1;1;1;1;;1;1;;;;;1;;;;;;1;1;;;;;;;1;;1;;1;X;;;X;X;X;X;X;X;X;X;X;;;;;X;X;X;
2-SIST_POI;UF;29;Bahia;8;De 50.001 a 100.000;1;1;;;;;1;1;;1;;;;;;;;1;;1;;;;;;;1;;;1;1;X;;X;;X;;;;;;;X;;;;;;;X;
2-SIST_POI;UF;29;Bahia;9;De 100.001 e mais;4;4;3;4;3;;4;4;;4;;;;;;;3;3;2;4;1;1;;;;;4;;;3;3;774.369;261.697;13.359;X;221.369;10.022.630;71.402.880;9.784.307;7.964.307;42.740.146;31.820.146;14.407;1.500;;8.000;3.938;144.848.026;129.362.026;278;12
2-SIST_POI;UF;29;Bahia;10;Total;452;452;344;411;319;104;348;89;19;47;5;2;4;1;1;14;421;421;397;452;24;84;8;;160;303;149;301;2;6;13;1.081.162;360.833;36.768;331.264;352.297;10.251.869;74.543.203;10.596.984;8.647.696;46.950.062;35.272.521;180.839;15.248;851;15.080;39.477;197.459.752;177.966.639;2.430;1.123
2-SIST_POI;UF;31;Minas Gerais;3;De 201 a 500;825;825;594;719;472;201;624;301;114;132;70;16;3;1;;12;804;809;680;825;187;194;29;2;271;538;287;601;;1;11;263.456;143.636;8.737;55.446;55.637;187.766;3.803.225;877.666;482.816;5.483.267;2.937.857;76.630;28.233;2.893;6.632;11.756;132.485.899;108.784.974;3.176;1.804
2-SIST_POI;UF;31;Minas Gerais;4;De 501 a 1.000;60;60;50;50;34;7;53;25;13;11;4;1;;;;2;60;57;48;60;11;10;;;14;37;23;45;;2;2;X;X;1.309;8.798;X;36.560;785.920;X;71.128;X;419.144;7.284;3.047;89;581;1.382;11.578.200;8.937.194;236;121
2-SIST_POI;UF;31;Minas Gerais;5;De 1.001 a 5.000;30;30;25;24;17;1;29;18;5;13;3;;;;;;25;26;19;30;9;7;2;;7;21;9;27;;;1;56.497;36.242;3.029;7.480;9.746;74.650;1.065.350;156.339;134.289;834.014;675.274;2.828;1.053;81;283;360;X;6.517.955;122;62
2-SIST_POI;UF;31;Minas Gerais;6;De 5.001 a 10.000;2;2;2;2;1;;2;2;2;1;;;;;;;2;1;2;2;;1;;;1;1;1;2;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X
2-SIST_POI;UF;31;Minas Gerais;7;De 10.001 a 50.000;8;8;4;7;4;;8;5;1;4;1;1;;;;;3;6;4;8;1;1;;;;1;7;2;;3;3;228.154;80.175;6.408;26.110;115.461;107.000;251.700;2.155.837;1.174.933;12.171.760;5.305.382;X;X;X;11;43;12.992.060;X;X;9
2-SIST_POI;UF;31;Minas Gerais;8;De 50.001 a 100.000;4;4;1;3;2;;4;3;;3;;;;;;;;1;1;4;;1;;;;;4;2;;2;2;265.450;;X;X;166.528;X;X;4.261.167;X;30.823.002;X;2.436;;;X;5;30.894.802;20.657.800;139;X
2-SIST_POI;UF;31;Minas Gerais;9;De 100.001 e mais;14;14;11;13;7;1;13;14;1;11;;2;1;;;1;3;8;2;14;3;1;;;1;;14;3;;9;10;5.431.206;2.053.175;141.219;X;2.885.405;3.800.532;47.967.443;31.359.480;15.910.034;231.366.349;93.903.525;5.212;764;;20;968;282.321.880;144.750.421;1.642;10
2-SIST_POI;UF;31;Minas Gerais;10;Total;943;943;687;818;537;210;733;368;136;175;78;20;4;1;;15;897;908;756;943;211;215;31;2;294;598;345;682;;17;29;6.302.328;2.348.880;167.705;545.213;3.240.530;4.271.708;54.024.038;38.942.945;20.329.000;281.477.467;123.831.183;94.674;33.120;3.086;7.534;14.514;477.797.333;295.888.297;5.444;2.015
2-SIST_POI;UF;32;Espirito Santo;3;De 201 a 500;62;62;38;59;43;5;57;22;7;8;10;1;;;;1;58;59;50;62;19;16;1;;33;39;23;39;1;;1;19.482;9.793;1.289;4.462;3.938;6.606;130.160;87.261;66.264;429.728;313.970;3.685;2.117;640;76;499;6.868.893;5.341.198;307;174
2-SIST_POI;UF;32;Espirito Santo;4;De 501 a 1.000;4;4;2;4;3;1;3;2;;2;;;;;;;3;4;4;4;1;;;;;3;1;3;;;;X;692;118;X;370;X;X;129.990;20.490;595.200;102.450;688;33;33;18;403;872.388;X;29;X
2-SIST_POI;UF;32;Espirito Santo;5;De 1.001 a 5.000;4;4;3;4;2;;4;2;2;;;;;;;;4;4;4;4;;1;;;2;3;1;2;;;;5.770;1.692;136;3.605;X;1.870;20.750;X;X;X;X;X;111;28;7;10;X;347.179;X;11
2-SIST_POI;UF;32;Espirito Santo;9;De 100.001 e mais;1;1;1;1;1;;1;1;;1;;;;;;;;;1;1;;1;;;;;1;1;;;;X;;;X;X;X;X;X;X;X;X;X;;;;;X;X;X;X
2-SIST_POI;UF;32;Espirito Santo;10;Total;71;71;44;68;49;6;65;27;9;11;10;1;;;;1;65;67;59;71;20;18;1;;35;45;26;45;1;;1;238.602;12.177;1.543;185.237;39.645;26.586;174.590;5.607.531;5.476.214;14.527.866;13.915.258;4.616;2.261;700;101;912;21.532.872;19.421.185;375;193
2-SIST_POI;UF;33;Rio de Janeiro;3;De 201 a 500;42;42;35;38;32;9;33;17;10;6;1;;;;;1;39;42;36;42;5;4;;;3;29;13;35;;;1;13.872;5.370;1.310;3.775;3.417;5.170;118.330;43.062;33.070;290.301;217.507;846;181;43;60;255;2.167.276;1.635.961;311;277
2-SIST_POI;UF;33;Rio de Janeiro;4;De 501 a 1.000;10;10;6;8;7;;10;4;1;2;1;;;;;1;9;10;7;10;1;;;;2;5;5;7;;1;1;X;3.500;X;1.510;1.607;3.550;59.400;X;X;154.150;139.070;210;53;5;14;87;2.221.796;2.188.385;31;12
2-SIST_POI;UF;33;Rio de Janeiro;5;De 1.001 a 5.000;5;5;4;5;4;;5;2;;1;;;;;;1;5;2;5;5;;1;;;;3;2;5;;;;8.770;4.750;X;2.007;X;7.800;111.600;29.440;26.640;X;X;X;80;2;X;X;X;X;X;11
2-SIST_POI;UF;33;Rio de Janeiro;9;De 100.001 e mais;1;1;;1;1;;1;1;;1;;;;;;;;;;1;;;;;;;1;;;1;1;X;;;;X;;;X;X;X;X;X;;;X;X;X;X;X;
2-SIST_POI;UF;33;Rio de Janeiro;10;Total;58;58;45;52;44;9;49;24;11;10;2;;;;;3;53;54;48;58;6;5;;;5;37;21;47;;2;3;144.905;13.620;2.946;7.292;121.047;16.520;289.330;1.964.537;1.949.425;15.553.851;15.449.977;2.365;314;51;82;493;19.774.241;19.102.356;526;300
2-SIST_POI;UF;35;Sao Paulo;3;De 201 a 500;223;223;180;170;130;23;200;93;41;36;16;13;2;;;3;210;210;155;223;56;45;3;;62;158;65;157;1;2;81;72.425;40.065;2.863;11.736;17.761;53.214;1.623.744;255.270;171.352;1.553.813;1.013.483;6.833;1.797;309;1.561;837;23.275.942;21.311.970;738;448
2-SIST_POI;UF;35;Sao Paulo;4;De 501 a 1.000;20;20;17;16;14;1;19;8;3;3;2;;;;;1;18;19;13;20;2;1;;;3;15;5;12;;;5;14.915;8.916;X;X;X;12.549;239.225;X;X;X;X;X;241;18;68;X;1.604.418;1.437.914;85;46
2-SIST_POI;UF;35;Sao Paulo;5;De 1.001 a 5.000;8;8;7;6;6;;8;4;2;1;3;;;;;;6;5;5;8;1;4;1;;2;6;2;7;;;5;X;X;517;2.986;6.095;X;X;95.960;95.920;547.680;547.400;433;X;29;172;90;X;X;X;X
2-SIST_POI;UF;35;Sao Paulo;6;De 5.001 a 10.000;1;1;1;1;1;;1;1;1;;;;;;;;1;1;1;1;;;;;;1;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;X;X;X;X
2-SIST_POI;UF;35;Sao Paulo;7;De 10.001 a 50.000;61;61;24;47;28;;61;55;5;27;11;14;4;;;1;10;35;4;61;16;14;2;;7;9;52;41;;10;43;1.919.772;142.539;139.011;27.540;1.610.682;4.938.140;6.449.544;116.629.646;32.892.972;394.580.842;100.206.842;2.919;200;303;729;328;407.785.229;113.411.029;842;109
2-SIST_POI;UF;35;Sao Paulo;8;De 50.001 a 100.000;21;21;8;18;7;;21;20;1;14;3;3;2;;;1;4;9;;21;6;7;;;2;;21;11;;8;16;1.557.662;79.315;53.046;;1.425.301;4.749.976;7.059.351;58.298.038;23.191.227;307.309.524;86.993.365;2.209;61;9;164;295;315.973.399;95.649.716;1.029;20
2-SIST_POI;UF;35;Sao Paulo;9;De 100.001 e mais;28;28;14;24;12;;28;27;;26;;1;1;;;;5;15;7;28;1;2;;;;;28;5;;17;28;6.626.968;165.307;333.953;962.363;5.165.345;137.696.030;109.554.364;147.490.157;35.499.297;1.044.921.159;219.859.144;6.513;24;19;;1.324;1.154.575.756;329.513.741;2.944;X
2-SIST_POI;UF;35;Sao Paulo;10;Total;362;362;251;282;198;24;338;208;53;107;35;31;9;;;6;254;294;185;362;82;73;6;;76;189;173;233;1;37;178;10.215.650;448.952;530.107;1.007.697;8.228.894;147.477.409;125.155.928;322.861.979;91.940.452;1.749.346.779;409.037.553;19.344;2.335;688;2.694;2.910;1.904.604.201;562.620.648;5.676;653
2-SIST_POI;UF;41;Parana;3;De 201 a 500;330;330;211;294;182;56;274;130;42;42;42;14;9;2;;7;306;313;179;330;114;78;28;;134;250;80;187;;;4;103.336;54.011;5.237;12.821;31.267;48.022;984.265;296.476;188.784;1.313.081;819.959;10.056;2.633;302;3.602;1.603;31.962.097;25.928.540;1.052;824
2-SIST_POI;UF;41;Parana;4;De 501 a 1.000;29;29;23;25;20;2;27;11;1;5;5;2;1;;;;27;23;17;29;8;8;1;;13;21;8;20;;;;22.945;X;X;4.692;4.937;12.130;208.150;61.882;47.425;302.551;258.904;1.432;485;22;658;192;4.968.106;4.420.358;91;59
2-SIST_POI;UF;41;Parana;5;De 1.001 a 5.000;6;6;5;5;4;;6;4;1;2;1;3;;;;;2;4;3;6;2;1;1;;3;5;1;5;;;;9.371;X;2.885;1.700;4.031;34.200;341.000;X;X;X;X;103;8;;36;28;874.009;808.098;26;14
2-SIST_POI;UF;41;Parana;6;De 5.001 a 10.000;4;4;3;2;1;;4;4;;2;1;1;;;;;;2;;4;2;;;;1;1;3;2;;2;2;39.000;;X;;36.930;49.400;1.006.000;X;X;X;X;47;1;;19;16;2.931.060;2.390.020;20;6
2-SIST_POI;UF;41;Parana;7;De 10.001 a 50.000;95;95;39;59;52;1;94;88;3;31;17;49;2;;;1;7;59;4;95;33;28;9;1;15;23;72;39;3;27;34;3.059.083;143.233;179.884;69.100;2.666.866;3.669.614;11.220.414;40.623.625;33.302.536;132.961.444;113.062.270;3.620;760;7;1.041;1.022;152.555.100;131.630.159;804;147
2-SIST_POI;UF;41;Parana;8;De 50.001 a 100.000;39;39;26;21;15;;39;37;1;11;10;16;1;;;;4;18;1;39;15;14;4;;5;6;33;17;1;13;14;2.743.686;138.869;160.806;X;2.443.996;5.360.544;22.626.422;17.401.836;12.870.664;81.470.739;63.300.481;2.468;193;6;827;497;111.834.864;92.933.114;671;70
2-SIST_POI;UF;41;Parana;9;De 100.001 e mais;38;38;23;22;15;;38;37;1;23;8;13;3;;;1;5;21;2;38;14;6;3;;2;1;37;11;7;17;24;7.292.594;776.750;389.496;X;5.876.048;42.851.844;104.521.101;34.856.580;17.976.428;170.588.837;95.558.316;8.093;204;;2.329;1.776;293.288.792;210.423.135;1.578;34
2-SIST_POI;UF;41;Parana;10;Total;541;541;330;428;289;59;482;311;49;116;84;98;16;2;;9;351;440;206;541;188;135;46;1;173;307;234;281;11;59;78;13.270.015;1.125.691;741.621;338.628;11.064.075;52.025.754;140.907.352;93.592.407;64.611.216;388.585.280;274.389.646;25.819;4.283;336;8.513;5.133;598.414.026;468.533.424;4.242;1.154
